//ID,Type,Name,CastTime,Cooldown,MP
CD740000,SKILL_MALL_PET_SKILL_FIRE_035,SKILL_MALL_PET_SKILL_FIRE_035,0,1000,0
CE740000,SKILL_MALL_PET_SKILL_FIRE_036,SKILL_MALL_PET_SKILL_FIRE_036,0,1000,0
CF740000,SKILL_MALL_PET_SKILL_FIRE_037,SKILL_MALL_PET_SKILL_FIRE_037,0,1000,0
D0740000,SKILL_MALL_PET_SKILL_FIRE_038,SKILL_MALL_PET_SKILL_FIRE_038,0,1000,0
D1740000,SKILL_MALL_PET_SKILL_FIRE_039,SKILL_MALL_PET_SKILL_FIRE_039,0,1000,0
D2740000,SKILL_MALL_PET_SKILL_FIRE_040,SKILL_MALL_PET_SKILL_FIRE_040,0,1000,0
D3740000,SKILL_MALL_PET_SKILL_FIRE_041,SKILL_MALL_PET_SKILL_FIRE_041,0,1000,0
D4740000,SKILL_MALL_PET_SKILL_FIRE_042,SKILL_MALL_PET_SKILL_FIRE_042,0,1000,0
D5740000,SKILL_MALL_PET_SKILL_FIRE_043,SKILL_MALL_PET_SKILL_FIRE_043,0,1000,0
D6740000,SKILL_MALL_PET_SKILL_FIRE_044,SKILL_MALL_PET_SKILL_FIRE_044,0,1000,0
D7740000,SKILL_MALL_PET_SKILL_FIRE_045,SKILL_MALL_PET_SKILL_FIRE_045,0,1000,0
D8740000,SKILL_MALL_PET_SKILL_FIRE_046,SKILL_MALL_PET_SKILL_FIRE_046,0,1000,0
D9740000,SKILL_MALL_PET_SKILL_FIRE_047,SKILL_MALL_PET_SKILL_FIRE_047,0,1000,0
DA740000,SKILL_MALL_PET_SKILL_FIRE_048,SKILL_MALL_PET_SKILL_FIRE_048,0,1000,0
DB740000,SKILL_MALL_PET_SKILL_FIRE_049,SKILL_MALL_PET_SKILL_FIRE_049,0,1000,0
DC740000,SKILL_MALL_PET_SKILL_FIRE_050,SKILL_MALL_PET_SKILL_FIRE_050,0,1000,0
DD740000,SKILL_MALL_PET_SKILL_FIRE_051,SKILL_MALL_PET_SKILL_FIRE_051,0,1000,0
DE740000,SKILL_MALL_PET_SKILL_FIRE_052,SKILL_MALL_PET_SKILL_FIRE_052,0,1000,0
DF740000,SKILL_MALL_PET_SKILL_FIRE_053,SKILL_MALL_PET_SKILL_FIRE_053,0,1000,0
E0740000,SKILL_MALL_PET_SKILL_FIRE_054,SKILL_MALL_PET_SKILL_FIRE_054,0,1000,0
E1740000,SKILL_MALL_PET_SKILL_FIRE_055,SKILL_MALL_PET_SKILL_FIRE_055,0,1000,0
E2740000,SKILL_MALL_PET_SKILL_FIRE_056,SKILL_MALL_PET_SKILL_FIRE_056,0,1000,0
E3740000,SKILL_MALL_PET_SKILL_FIRE_057,SKILL_MALL_PET_SKILL_FIRE_057,0,1000,0
E4740000,SKILL_MALL_PET_SKILL_FIRE_058,SKILL_MALL_PET_SKILL_FIRE_058,0,1000,0
E5740000,SKILL_MALL_PET_SKILL_FIRE_059,SKILL_MALL_PET_SKILL_FIRE_059,0,1000,0
E6740000,SKILL_MALL_PET_SKILL_FIRE_060,SKILL_MALL_PET_SKILL_FIRE_060,0,1000,0
E7740000,SKILL_MALL_PET_SKILL_FIRE_061,SKILL_MALL_PET_SKILL_FIRE_061,0,1000,0
E8740000,SKILL_MALL_PET_SKILL_FIRE_062,SKILL_MALL_PET_SKILL_FIRE_062,0,1000,0
E9740000,SKILL_MALL_PET_SKILL_FIRE_063,SKILL_MALL_PET_SKILL_FIRE_063,0,1000,0
EA740000,SKILL_MALL_PET_SKILL_FIRE_064,SKILL_MALL_PET_SKILL_FIRE_064,0,1000,0
EB740000,SKILL_MALL_PET_SKILL_FIRE_065,SKILL_MALL_PET_SKILL_FIRE_065,0,1000,0
EC740000,SKILL_MALL_PET_SKILL_FIRE_066,SKILL_MALL_PET_SKILL_FIRE_066,0,1000,0
ED740000,SKILL_MALL_PET_SKILL_FIRE_067,SKILL_MALL_PET_SKILL_FIRE_067,0,1000,0
EE740000,SKILL_MALL_PET_SKILL_FIRE_068,SKILL_MALL_PET_SKILL_FIRE_068,0,1000,0
EF740000,SKILL_MALL_PET_SKILL_FIRE_069,SKILL_MALL_PET_SKILL_FIRE_069,0,1000,0
F0740000,SKILL_MALL_PET_SKILL_FIRE_070,SKILL_MALL_PET_SKILL_FIRE_070,0,1000,0
F1740000,SKILL_MALL_PET_SKILL_FIRE_071,SKILL_MALL_PET_SKILL_FIRE_071,0,1000,0
F2740000,SKILL_MALL_PET_SKILL_FIRE_072,SKILL_MALL_PET_SKILL_FIRE_072,0,1000,0
F3740000,SKILL_MALL_PET_SKILL_FIRE_073,SKILL_MALL_PET_SKILL_FIRE_073,0,1000,0
F4740000,SKILL_MALL_PET_SKILL_FIRE_074,SKILL_MALL_PET_SKILL_FIRE_074,0,1000,0
F5740000,SKILL_MALL_PET_SKILL_FIRE_075,SKILL_MALL_PET_SKILL_FIRE_075,0,1000,0
F6740000,SKILL_MALL_PET_SKILL_FIRE_076,SKILL_MALL_PET_SKILL_FIRE_076,0,1000,0
F7740000,SKILL_MALL_PET_SKILL_FIRE_077,SKILL_MALL_PET_SKILL_FIRE_077,0,1000,0
F8740000,SKILL_MALL_PET_SKILL_FIRE_078,SKILL_MALL_PET_SKILL_FIRE_078,0,1000,0
F9740000,SKILL_MALL_PET_SKILL_FIRE_079,SKILL_MALL_PET_SKILL_FIRE_079,0,1000,0
FA740000,SKILL_MALL_PET_SKILL_FIRE_080,SKILL_MALL_PET_SKILL_FIRE_080,0,1000,0
FB740000,SKILL_MALL_PET_SKILL_FIRE_081,SKILL_MALL_PET_SKILL_FIRE_081,0,1000,0
FC740000,SKILL_MALL_PET_SKILL_FIRE_082,SKILL_MALL_PET_SKILL_FIRE_082,0,1000,0
FD740000,SKILL_MALL_PET_SKILL_FIRE_083,SKILL_MALL_PET_SKILL_FIRE_083,0,1000,0
FE740000,SKILL_MALL_PET_SKILL_FIRE_084,SKILL_MALL_PET_SKILL_FIRE_084,0,1000,0
FF740000,SKILL_MALL_PET_SKILL_FIRE_085,SKILL_MALL_PET_SKILL_FIRE_085,0,1000,0
00750000,SKILL_MALL_PET_SKILL_FIRE_086,SKILL_MALL_PET_SKILL_FIRE_086,0,1000,0
01750000,SKILL_MALL_PET_SKILL_FIRE_087,SKILL_MALL_PET_SKILL_FIRE_087,0,1000,0
02750000,SKILL_MALL_PET_SKILL_FIRE_088,SKILL_MALL_PET_SKILL_FIRE_088,0,1000,0
03750000,SKILL_MALL_PET_SKILL_FIRE_089,SKILL_MALL_PET_SKILL_FIRE_089,0,1000,0
04750000,SKILL_MALL_PET_SKILL_FIRE_090,SKILL_MALL_PET_SKILL_FIRE_090,0,1000,0
05750000,SKILL_MALL_PET_SKILL_FIRE_091,SKILL_MALL_PET_SKILL_FIRE_091,0,1000,0
06750000,SKILL_MALL_PET_SKILL_FIRE_092,SKILL_MALL_PET_SKILL_FIRE_092,0,1000,0
07750000,SKILL_MALL_PET_SKILL_FIRE_093,SKILL_MALL_PET_SKILL_FIRE_093,0,1000,0
08750000,SKILL_MALL_PET_SKILL_FIRE_094,SKILL_MALL_PET_SKILL_FIRE_094,0,1000,0
09750000,SKILL_MALL_PET_SKILL_FIRE_095,SKILL_MALL_PET_SKILL_FIRE_095,0,1000,0
0A750000,SKILL_MALL_PET_SKILL_FIRE_096,SKILL_MALL_PET_SKILL_FIRE_096,0,1000,0
0B750000,SKILL_MALL_PET_SKILL_FIRE_097,SKILL_MALL_PET_SKILL_FIRE_097,0,1000,0
0C750000,SKILL_MALL_PET_SKILL_FIRE_098,SKILL_MALL_PET_SKILL_FIRE_098,0,1000,0
0D750000,SKILL_MALL_PET_SKILL_FIRE_099,SKILL_MALL_PET_SKILL_FIRE_099,0,1000,0
0E750000,SKILL_MALL_PET_SKILL_FIRE_100,SKILL_MALL_PET_SKILL_FIRE_100,0,1000,0
0F750000,SKILL_MALL_PET_SKILL_FIRE_101,SKILL_MALL_PET_SKILL_FIRE_101,0,1000,0
10750000,SKILL_MALL_PET_SKILL_FIRE_102,SKILL_MALL_PET_SKILL_FIRE_102,0,1000,0
11750000,SKILL_MALL_PET_SKILL_FIRE_103,SKILL_MALL_PET_SKILL_FIRE_103,0,1000,0
12750000,SKILL_MALL_PET_SKILL_FIRE_104,SKILL_MALL_PET_SKILL_FIRE_104,0,1000,0
13750000,SKILL_MALL_PET_SKILL_FIRE_105,SKILL_MALL_PET_SKILL_FIRE_105,0,1000,0
14750000,SKILL_MALL_PET_SKILL_FIRE_106,SKILL_MALL_PET_SKILL_FIRE_106,0,1000,0
15750000,SKILL_MALL_PET_SKILL_FIRE_107,SKILL_MALL_PET_SKILL_FIRE_107,0,1000,0
16750000,SKILL_MALL_PET_SKILL_FIRE_108,SKILL_MALL_PET_SKILL_FIRE_108,0,1000,0
17750000,SKILL_MALL_PET_SKILL_FIRE_109,SKILL_MALL_PET_SKILL_FIRE_109,0,1000,0
18750000,SKILL_MALL_PET_SKILL_FIRE_110,SKILL_MALL_PET_SKILL_FIRE_110,0,1000,0
19750000,SKILL_MALL_PET_SKILL_FIRE_111,SKILL_MALL_PET_SKILL_FIRE_111,0,1000,0
1A750000,SKILL_MALL_PET_SKILL_FIRE_112,SKILL_MALL_PET_SKILL_FIRE_112,0,1000,0
1B750000,SKILL_MALL_PET_SKILL_FIRE_113,SKILL_MALL_PET_SKILL_FIRE_113,0,1000,0
1C750000,SKILL_MALL_PET_SKILL_FIRE_114,SKILL_MALL_PET_SKILL_FIRE_114,0,1000,0
1D750000,SKILL_MALL_PET_SKILL_FIRE_115,SKILL_MALL_PET_SKILL_FIRE_115,0,1000,0
1E750000,SKILL_MALL_PET_SKILL_FIRE_116,SKILL_MALL_PET_SKILL_FIRE_116,0,1000,0
1F750000,SKILL_MALL_PET_SKILL_FIRE_117,SKILL_MALL_PET_SKILL_FIRE_117,0,1000,0
20750000,SKILL_MALL_PET_SKILL_FIRE_118,SKILL_MALL_PET_SKILL_FIRE_118,0,1000,0
21750000,SKILL_MALL_PET_SKILL_FIRE_119,SKILL_MALL_PET_SKILL_FIRE_119,0,1000,0
22750000,SKILL_MALL_PET_SKILL_FIRE_120,SKILL_MALL_PET_SKILL_FIRE_120,0,1000,0
23750000,SKILL_MALL_PET_SKILL_FIRE_121,SKILL_MALL_PET_SKILL_FIRE_121,0,1000,0
24750000,SKILL_MALL_PET_SKILL_FIRE_122,SKILL_MALL_PET_SKILL_FIRE_122,0,1000,0
25750000,SKILL_MALL_PET_SKILL_FIRE_123,SKILL_MALL_PET_SKILL_FIRE_123,0,1000,0
26750000,SKILL_MALL_PET_SKILL_FIRE_124,SKILL_MALL_PET_SKILL_FIRE_124,0,1000,0
27750000,SKILL_MALL_PET_SKILL_FIRE_125,SKILL_MALL_PET_SKILL_FIRE_125,0,1000,0
28750000,SKILL_MALL_PET_SKILL_FIRE_126,SKILL_MALL_PET_SKILL_FIRE_126,0,1000,0
29750000,SKILL_MALL_PET_SKILL_FIRE_127,SKILL_MALL_PET_SKILL_FIRE_127,0,1000,0
2A750000,SKILL_MALL_PET_SKILL_FIRE_128,SKILL_MALL_PET_SKILL_FIRE_128,0,1000,0
2B750000,SKILL_MALL_PET_SKILL_FIRE_129,SKILL_MALL_PET_SKILL_FIRE_129,0,1000,0
2C750000,SKILL_MALL_PET_SKILL_FIRE_130,SKILL_MALL_PET_SKILL_FIRE_130,0,1000,0
2D750000,SKILL_MALL_PET_SKILL_FIRE_131,SKILL_MALL_PET_SKILL_FIRE_131,0,1000,0
2E750000,SKILL_MALL_PET_SKILL_FIRE_132,SKILL_MALL_PET_SKILL_FIRE_132,0,1000,0
2F750000,SKILL_MALL_PET_SKILL_FIRE_133,SKILL_MALL_PET_SKILL_FIRE_133,0,1000,0
30750000,SKILL_MALL_PET_SKILL_FIRE_134,SKILL_MALL_PET_SKILL_FIRE_134,0,1000,0
31750000,SKILL_MALL_PET_SKILL_FIRE_135,SKILL_MALL_PET_SKILL_FIRE_135,0,1000,0
32750000,SKILL_MALL_PET_SKILL_FIRE_136,SKILL_MALL_PET_SKILL_FIRE_136,0,1000,0
33750000,SKILL_MALL_PET_SKILL_FIRE_137,SKILL_MALL_PET_SKILL_FIRE_137,0,1000,0
34750000,SKILL_MALL_PET_SKILL_FIRE_138,SKILL_MALL_PET_SKILL_FIRE_138,0,1000,0
35750000,SKILL_MALL_PET_SKILL_FIRE_139,SKILL_MALL_PET_SKILL_FIRE_139,0,1000,0
36750000,SKILL_MALL_PET_SKILL_FIRE_140,SKILL_MALL_PET_SKILL_FIRE_140,0,1000,0
37750000,SKILL_MALL_PET_SKILL_LIGHTNING_001,SKILL_MALL_PET_SKILL_LIGHTNING_001,0,1000,0
38750000,SKILL_MALL_PET_SKILL_LIGHTNING_002,SKILL_MALL_PET_SKILL_LIGHTNING_002,0,1000,0
39750000,SKILL_MALL_PET_SKILL_LIGHTNING_003,SKILL_MALL_PET_SKILL_LIGHTNING_003,0,1000,0
3A750000,SKILL_MALL_PET_SKILL_LIGHTNING_004,SKILL_MALL_PET_SKILL_LIGHTNING_004,0,1000,0
3B750000,SKILL_MALL_PET_SKILL_LIGHTNING_005,SKILL_MALL_PET_SKILL_LIGHTNING_005,0,1000,0
3C750000,SKILL_MALL_PET_SKILL_LIGHTNING_006,SKILL_MALL_PET_SKILL_LIGHTNING_006,0,1000,0
3D750000,SKILL_MALL_PET_SKILL_LIGHTNING_007,SKILL_MALL_PET_SKILL_LIGHTNING_007,0,1000,0
3E750000,SKILL_MALL_PET_SKILL_LIGHTNING_008,SKILL_MALL_PET_SKILL_LIGHTNING_008,0,1000,0
3F750000,SKILL_MALL_PET_SKILL_LIGHTNING_009,SKILL_MALL_PET_SKILL_LIGHTNING_009,0,1000,0
40750000,SKILL_MALL_PET_SKILL_LIGHTNING_010,SKILL_MALL_PET_SKILL_LIGHTNING_010,0,1000,0
41750000,SKILL_MALL_PET_SKILL_LIGHTNING_011,SKILL_MALL_PET_SKILL_LIGHTNING_011,0,1000,0
42750000,SKILL_MALL_PET_SKILL_LIGHTNING_012,SKILL_MALL_PET_SKILL_LIGHTNING_012,0,1000,0
43750000,SKILL_MALL_PET_SKILL_LIGHTNING_013,SKILL_MALL_PET_SKILL_LIGHTNING_013,0,1000,0
44750000,SKILL_MALL_PET_SKILL_LIGHTNING_014,SKILL_MALL_PET_SKILL_LIGHTNING_014,0,1000,0
45750000,SKILL_MALL_PET_SKILL_LIGHTNING_015,SKILL_MALL_PET_SKILL_LIGHTNING_015,0,1000,0
46750000,SKILL_MALL_PET_SKILL_LIGHTNING_016,SKILL_MALL_PET_SKILL_LIGHTNING_016,0,1000,0
47750000,SKILL_MALL_PET_SKILL_LIGHTNING_017,SKILL_MALL_PET_SKILL_LIGHTNING_017,0,1000,0
48750000,SKILL_MALL_PET_SKILL_LIGHTNING_018,SKILL_MALL_PET_SKILL_LIGHTNING_018,0,1000,0
49750000,SKILL_MALL_PET_SKILL_LIGHTNING_019,SKILL_MALL_PET_SKILL_LIGHTNING_019,0,1000,0
4A750000,SKILL_MALL_PET_SKILL_LIGHTNING_020,SKILL_MALL_PET_SKILL_LIGHTNING_020,0,1000,0
4B750000,SKILL_MALL_PET_SKILL_LIGHTNING_021,SKILL_MALL_PET_SKILL_LIGHTNING_021,0,1000,0
4C750000,SKILL_MALL_PET_SKILL_LIGHTNING_022,SKILL_MALL_PET_SKILL_LIGHTNING_022,0,1000,0
4D750000,SKILL_MALL_PET_SKILL_LIGHTNING_023,SKILL_MALL_PET_SKILL_LIGHTNING_023,0,1000,0
4E750000,SKILL_MALL_PET_SKILL_LIGHTNING_024,SKILL_MALL_PET_SKILL_LIGHTNING_024,0,1000,0
4F750000,SKILL_MALL_PET_SKILL_LIGHTNING_025,SKILL_MALL_PET_SKILL_LIGHTNING_025,0,1000,0
50750000,SKILL_MALL_PET_SKILL_LIGHTNING_026,SKILL_MALL_PET_SKILL_LIGHTNING_026,0,1000,0
51750000,SKILL_MALL_PET_SKILL_LIGHTNING_027,SKILL_MALL_PET_SKILL_LIGHTNING_027,0,1000,0
52750000,SKILL_MALL_PET_SKILL_LIGHTNING_028,SKILL_MALL_PET_SKILL_LIGHTNING_028,0,1000,0
53750000,SKILL_MALL_PET_SKILL_LIGHTNING_029,SKILL_MALL_PET_SKILL_LIGHTNING_029,0,1000,0
54750000,SKILL_MALL_PET_SKILL_LIGHTNING_030,SKILL_MALL_PET_SKILL_LIGHTNING_030,0,1000,0
55750000,SKILL_MALL_PET_SKILL_LIGHTNING_031,SKILL_MALL_PET_SKILL_LIGHTNING_031,0,1000,0
56750000,SKILL_MALL_PET_SKILL_LIGHTNING_032,SKILL_MALL_PET_SKILL_LIGHTNING_032,0,1000,0
57750000,SKILL_MALL_PET_SKILL_LIGHTNING_033,SKILL_MALL_PET_SKILL_LIGHTNING_033,0,1000,0
58750000,SKILL_MALL_PET_SKILL_LIGHTNING_034,SKILL_MALL_PET_SKILL_LIGHTNING_034,0,1000,0
59750000,SKILL_MALL_PET_SKILL_LIGHTNING_035,SKILL_MALL_PET_SKILL_LIGHTNING_035,0,1000,0
5A750000,SKILL_MALL_PET_SKILL_LIGHTNING_036,SKILL_MALL_PET_SKILL_LIGHTNING_036,0,1000,0
5B750000,SKILL_MALL_PET_SKILL_LIGHTNING_037,SKILL_MALL_PET_SKILL_LIGHTNING_037,0,1000,0
5C750000,SKILL_MALL_PET_SKILL_LIGHTNING_038,SKILL_MALL_PET_SKILL_LIGHTNING_038,0,1000,0
5D750000,SKILL_MALL_PET_SKILL_LIGHTNING_039,SKILL_MALL_PET_SKILL_LIGHTNING_039,0,1000,0
5E750000,SKILL_MALL_PET_SKILL_LIGHTNING_040,SKILL_MALL_PET_SKILL_LIGHTNING_040,0,1000,0
5F750000,SKILL_MALL_PET_SKILL_LIGHTNING_041,SKILL_MALL_PET_SKILL_LIGHTNING_041,0,1000,0
60750000,SKILL_MALL_PET_SKILL_LIGHTNING_042,SKILL_MALL_PET_SKILL_LIGHTNING_042,0,1000,0
61750000,SKILL_MALL_PET_SKILL_LIGHTNING_043,SKILL_MALL_PET_SKILL_LIGHTNING_043,0,1000,0
62750000,SKILL_MALL_PET_SKILL_LIGHTNING_044,SKILL_MALL_PET_SKILL_LIGHTNING_044,0,1000,0
63750000,SKILL_MALL_PET_SKILL_LIGHTNING_045,SKILL_MALL_PET_SKILL_LIGHTNING_045,0,1000,0
64750000,SKILL_MALL_PET_SKILL_LIGHTNING_046,SKILL_MALL_PET_SKILL_LIGHTNING_046,0,1000,0
65750000,SKILL_MALL_PET_SKILL_LIGHTNING_047,SKILL_MALL_PET_SKILL_LIGHTNING_047,0,1000,0
66750000,SKILL_MALL_PET_SKILL_LIGHTNING_048,SKILL_MALL_PET_SKILL_LIGHTNING_048,0,1000,0
67750000,SKILL_MALL_PET_SKILL_LIGHTNING_049,SKILL_MALL_PET_SKILL_LIGHTNING_049,0,1000,0
68750000,SKILL_MALL_PET_SKILL_LIGHTNING_050,SKILL_MALL_PET_SKILL_LIGHTNING_050,0,1000,0
69750000,SKILL_MALL_PET_SKILL_LIGHTNING_051,SKILL_MALL_PET_SKILL_LIGHTNING_051,0,1000,0
6A750000,SKILL_MALL_PET_SKILL_LIGHTNING_052,SKILL_MALL_PET_SKILL_LIGHTNING_052,0,1000,0
6B750000,SKILL_MALL_PET_SKILL_LIGHTNING_053,SKILL_MALL_PET_SKILL_LIGHTNING_053,0,1000,0
6C750000,SKILL_MALL_PET_SKILL_LIGHTNING_054,SKILL_MALL_PET_SKILL_LIGHTNING_054,0,1000,0
6D750000,SKILL_MALL_PET_SKILL_LIGHTNING_055,SKILL_MALL_PET_SKILL_LIGHTNING_055,0,1000,0
6E750000,SKILL_MALL_PET_SKILL_LIGHTNING_056,SKILL_MALL_PET_SKILL_LIGHTNING_056,0,1000,0
6F750000,SKILL_MALL_PET_SKILL_LIGHTNING_057,SKILL_MALL_PET_SKILL_LIGHTNING_057,0,1000,0
70750000,SKILL_MALL_PET_SKILL_LIGHTNING_058,SKILL_MALL_PET_SKILL_LIGHTNING_058,0,1000,0
71750000,SKILL_MALL_PET_SKILL_LIGHTNING_059,SKILL_MALL_PET_SKILL_LIGHTNING_059,0,1000,0
72750000,SKILL_MALL_PET_SKILL_LIGHTNING_060,SKILL_MALL_PET_SKILL_LIGHTNING_060,0,1000,0
73750000,SKILL_MALL_PET_SKILL_LIGHTNING_061,SKILL_MALL_PET_SKILL_LIGHTNING_061,0,1000,0
74750000,SKILL_MALL_PET_SKILL_LIGHTNING_062,SKILL_MALL_PET_SKILL_LIGHTNING_062,0,1000,0
75750000,SKILL_MALL_PET_SKILL_LIGHTNING_063,SKILL_MALL_PET_SKILL_LIGHTNING_063,0,1000,0
76750000,SKILL_MALL_PET_SKILL_LIGHTNING_064,SKILL_MALL_PET_SKILL_LIGHTNING_064,0,1000,0
77750000,SKILL_MALL_PET_SKILL_LIGHTNING_065,SKILL_MALL_PET_SKILL_LIGHTNING_065,0,1000,0
78750000,SKILL_MALL_PET_SKILL_LIGHTNING_066,SKILL_MALL_PET_SKILL_LIGHTNING_066,0,1000,0
79750000,SKILL_MALL_PET_SKILL_LIGHTNING_067,SKILL_MALL_PET_SKILL_LIGHTNING_067,0,1000,0
7A750000,SKILL_MALL_PET_SKILL_LIGHTNING_068,SKILL_MALL_PET_SKILL_LIGHTNING_068,0,1000,0
7B750000,SKILL_MALL_PET_SKILL_LIGHTNING_069,SKILL_MALL_PET_SKILL_LIGHTNING_069,0,1000,0
7C750000,SKILL_MALL_PET_SKILL_LIGHTNING_070,SKILL_MALL_PET_SKILL_LIGHTNING_070,0,1000,0
7D750000,SKILL_MALL_PET_SKILL_LIGHTNING_071,SKILL_MALL_PET_SKILL_LIGHTNING_071,0,1000,0
7E750000,SKILL_MALL_PET_SKILL_LIGHTNING_072,SKILL_MALL_PET_SKILL_LIGHTNING_072,0,1000,0
7F750000,SKILL_MALL_PET_SKILL_LIGHTNING_073,SKILL_MALL_PET_SKILL_LIGHTNING_073,0,1000,0
80750000,SKILL_MALL_PET_SKILL_LIGHTNING_074,SKILL_MALL_PET_SKILL_LIGHTNING_074,0,1000,0
81750000,SKILL_MALL_PET_SKILL_LIGHTNING_075,SKILL_MALL_PET_SKILL_LIGHTNING_075,0,1000,0
82750000,SKILL_MALL_PET_SKILL_LIGHTNING_076,SKILL_MALL_PET_SKILL_LIGHTNING_076,0,1000,0
83750000,SKILL_MALL_PET_SKILL_LIGHTNING_077,SKILL_MALL_PET_SKILL_LIGHTNING_077,0,1000,0
84750000,SKILL_MALL_PET_SKILL_LIGHTNING_078,SKILL_MALL_PET_SKILL_LIGHTNING_078,0,1000,0
85750000,SKILL_MALL_PET_SKILL_LIGHTNING_079,SKILL_MALL_PET_SKILL_LIGHTNING_079,0,1000,0
86750000,SKILL_MALL_PET_SKILL_LIGHTNING_080,SKILL_MALL_PET_SKILL_LIGHTNING_080,0,1000,0
87750000,SKILL_MALL_PET_SKILL_LIGHTNING_081,SKILL_MALL_PET_SKILL_LIGHTNING_081,0,1000,0
88750000,SKILL_MALL_PET_SKILL_LIGHTNING_082,SKILL_MALL_PET_SKILL_LIGHTNING_082,0,1000,0
89750000,SKILL_MALL_PET_SKILL_LIGHTNING_083,SKILL_MALL_PET_SKILL_LIGHTNING_083,0,1000,0
8A750000,SKILL_MALL_PET_SKILL_LIGHTNING_084,SKILL_MALL_PET_SKILL_LIGHTNING_084,0,1000,0
8B750000,SKILL_MALL_PET_SKILL_LIGHTNING_085,SKILL_MALL_PET_SKILL_LIGHTNING_085,0,1000,0
8C750000,SKILL_MALL_PET_SKILL_LIGHTNING_086,SKILL_MALL_PET_SKILL_LIGHTNING_086,0,1000,0
8D750000,SKILL_MALL_PET_SKILL_LIGHTNING_087,SKILL_MALL_PET_SKILL_LIGHTNING_087,0,1000,0
8E750000,SKILL_MALL_PET_SKILL_LIGHTNING_088,SKILL_MALL_PET_SKILL_LIGHTNING_088,0,1000,0
8F750000,SKILL_MALL_PET_SKILL_LIGHTNING_089,SKILL_MALL_PET_SKILL_LIGHTNING_089,0,1000,0
90750000,SKILL_MALL_PET_SKILL_LIGHTNING_090,SKILL_MALL_PET_SKILL_LIGHTNING_090,0,1000,0
91750000,SKILL_MALL_PET_SKILL_LIGHTNING_091,SKILL_MALL_PET_SKILL_LIGHTNING_091,0,1000,0
92750000,SKILL_MALL_PET_SKILL_LIGHTNING_092,SKILL_MALL_PET_SKILL_LIGHTNING_092,0,1000,0
93750000,SKILL_MALL_PET_SKILL_LIGHTNING_093,SKILL_MALL_PET_SKILL_LIGHTNING_093,0,1000,0
94750000,SKILL_MALL_PET_SKILL_LIGHTNING_094,SKILL_MALL_PET_SKILL_LIGHTNING_094,0,1000,0
95750000,SKILL_MALL_PET_SKILL_LIGHTNING_095,SKILL_MALL_PET_SKILL_LIGHTNING_095,0,1000,0
96750000,SKILL_MALL_PET_SKILL_LIGHTNING_096,SKILL_MALL_PET_SKILL_LIGHTNING_096,0,1000,0
97750000,SKILL_MALL_PET_SKILL_LIGHTNING_097,SKILL_MALL_PET_SKILL_LIGHTNING_097,0,1000,0
98750000,SKILL_MALL_PET_SKILL_LIGHTNING_098,SKILL_MALL_PET_SKILL_LIGHTNING_098,0,1000,0
99750000,SKILL_MALL_PET_SKILL_LIGHTNING_099,SKILL_MALL_PET_SKILL_LIGHTNING_099,0,1000,0
9A750000,SKILL_MALL_PET_SKILL_LIGHTNING_100,SKILL_MALL_PET_SKILL_LIGHTNING_100,0,1000,0
9B750000,SKILL_MALL_PET_SKILL_LIGHTNING_101,SKILL_MALL_PET_SKILL_LIGHTNING_101,0,1000,0
9C750000,SKILL_MALL_PET_SKILL_LIGHTNING_102,SKILL_MALL_PET_SKILL_LIGHTNING_102,0,1000,0
9D750000,SKILL_MALL_PET_SKILL_LIGHTNING_103,SKILL_MALL_PET_SKILL_LIGHTNING_103,0,1000,0
9E750000,SKILL_MALL_PET_SKILL_LIGHTNING_104,SKILL_MALL_PET_SKILL_LIGHTNING_104,0,1000,0
9F750000,SKILL_MALL_PET_SKILL_LIGHTNING_105,SKILL_MALL_PET_SKILL_LIGHTNING_105,0,1000,0
A0750000,SKILL_MALL_PET_SKILL_LIGHTNING_106,SKILL_MALL_PET_SKILL_LIGHTNING_106,0,1000,0
A1750000,SKILL_MALL_PET_SKILL_LIGHTNING_107,SKILL_MALL_PET_SKILL_LIGHTNING_107,0,1000,0
A2750000,SKILL_MALL_PET_SKILL_LIGHTNING_108,SKILL_MALL_PET_SKILL_LIGHTNING_108,0,1000,0
A3750000,SKILL_MALL_PET_SKILL_LIGHTNING_109,SKILL_MALL_PET_SKILL_LIGHTNING_109,0,1000,0
A4750000,SKILL_MALL_PET_SKILL_LIGHTNING_110,SKILL_MALL_PET_SKILL_LIGHTNING_110,0,1000,0
A5750000,SKILL_MALL_PET_SKILL_LIGHTNING_111,SKILL_MALL_PET_SKILL_LIGHTNING_111,0,1000,0
A6750000,SKILL_MALL_PET_SKILL_LIGHTNING_112,SKILL_MALL_PET_SKILL_LIGHTNING_112,0,1000,0
A7750000,SKILL_MALL_PET_SKILL_LIGHTNING_113,SKILL_MALL_PET_SKILL_LIGHTNING_113,0,1000,0
A8750000,SKILL_MALL_PET_SKILL_LIGHTNING_114,SKILL_MALL_PET_SKILL_LIGHTNING_114,0,1000,0
A9750000,SKILL_MALL_PET_SKILL_LIGHTNING_115,SKILL_MALL_PET_SKILL_LIGHTNING_115,0,1000,0
AA750000,SKILL_MALL_PET_SKILL_LIGHTNING_116,SKILL_MALL_PET_SKILL_LIGHTNING_116,0,1000,0
